"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","ANNEALINGJC",TRUE,0,337,100,0,"ConsensusLogLL",-296.852717129268,"sim--1658045506.msf",14971,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"2","ANNEALINGJC",TRUE,0,337,100,0,"BestSampledLogLL",-293.132092336381,"sim--1658045506.msf",14971,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"3","ANNEALINGJC",TRUE,0,337,100,0,"PartitionMetric",10,"sim--1658045506.msf",14971,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"4","ANNEALINGJC",TRUE,0,337,100,0,"RobinsonFouldsMetric",0.284329967786566,"sim--1658045506.msf",14971,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"5","ANNEALINGJC",TRUE,0,337,100,0,"KuhnerFelsenstein",0.0133934824200775,"sim--1658045506.msf",14971,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"6","SSJC",NA,NA,NA,33700,0,NA,NA,"sim--1658045506.msf",10109,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"7","ANNEALINGEvolK2P",TRUE,0,338,100,0,"ConsensusLogLL",-300.910479671744,"sim--1658045506.msf",15360,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"8","ANNEALINGEvolK2P",TRUE,0,338,100,0,"BestSampledLogLL",-297.011859002134,"sim--1658045506.msf",15360,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"9","ANNEALINGEvolK2P",TRUE,0,338,100,0,"PartitionMetric",10,"sim--1658045506.msf",15360,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"10","ANNEALINGEvolK2P",TRUE,0,338,100,0,"RobinsonFouldsMetric",0.253139967786566,"sim--1658045506.msf",15360,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"11","ANNEALINGEvolK2P",TRUE,0,338,100,0,"KuhnerFelsenstein",0.00660660938675709,"sim--1658045506.msf",15360,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"12","SSEvolK2P",NA,NA,NA,33800,0,NA,NA,"sim--1658045506.msf",11342,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"13","ANNEALINGEvolGTR",TRUE,0,361,100,0,"ConsensusLogLL",-300.642951514194,"sim--1658045506.msf",18555,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"14","ANNEALINGEvolGTR",TRUE,0,361,100,0,"BestSampledLogLL",-297.259415516587,"sim--1658045506.msf",18555,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"15","ANNEALINGEvolGTR",TRUE,0,361,100,0,"PartitionMetric",10,"sim--1658045506.msf",18555,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"16","ANNEALINGEvolGTR",TRUE,0,361,100,0,"RobinsonFouldsMetric",0.291319967786566,"sim--1658045506.msf",18555,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"17","ANNEALINGEvolGTR",TRUE,0,361,100,0,"KuhnerFelsenstein",0.00992132047838585,"sim--1658045506.msf",18555,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"18","SSEvolGTR",NA,NA,NA,36100,0,NA,NA,"sim--1658045506.msf",18520,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"19","ANNEALINGJC",TRUE,0,369,100,0,"ConsensusLogLL",-472.930569746481,"sim--1522112553.msf",11839,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"20","ANNEALINGJC",TRUE,0,369,100,0,"BestSampledLogLL",-474.230426142227,"sim--1522112553.msf",11839,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"21","ANNEALINGJC",TRUE,0,369,100,0,"PartitionMetric",2,"sim--1522112553.msf",11839,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"22","ANNEALINGJC",TRUE,0,369,100,0,"RobinsonFouldsMetric",0.448015197135293,"sim--1522112553.msf",11839,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"23","ANNEALINGJC",TRUE,0,369,100,0,"KuhnerFelsenstein",0.0279044455081686,"sim--1522112553.msf",11839,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"24","SSJC",NA,NA,NA,36900,0,NA,NA,"sim--1522112553.msf",7466,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"25","ANNEALINGEvolK2P",TRUE,0,375,100,0,"ConsensusLogLL",-477.129397764786,"sim--1522112553.msf",12865,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"26","ANNEALINGEvolK2P",TRUE,0,375,100,0,"BestSampledLogLL",-473.672091920868,"sim--1522112553.msf",12865,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"27","ANNEALINGEvolK2P",TRUE,0,375,100,0,"PartitionMetric",0,"sim--1522112553.msf",12865,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"28","ANNEALINGEvolK2P",TRUE,0,375,100,0,"RobinsonFouldsMetric",0.433382947991429,"sim--1522112553.msf",12865,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"29","ANNEALINGEvolK2P",TRUE,0,375,100,0,"KuhnerFelsenstein",0.0251763813820639,"sim--1522112553.msf",12865,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"30","SSEvolK2P",NA,NA,NA,37500,0,NA,NA,"sim--1522112553.msf",11676,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"31","ANNEALINGEvolGTR",TRUE,0,413,100,0,"ConsensusLogLL",-472.592403295548,"sim--1522112553.msf",20447,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"32","ANNEALINGEvolGTR",TRUE,0,413,100,0,"BestSampledLogLL",-474.879850981567,"sim--1522112553.msf",20447,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"33","ANNEALINGEvolGTR",TRUE,0,413,100,0,"PartitionMetric",0,"sim--1522112553.msf",20447,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"34","ANNEALINGEvolGTR",TRUE,0,413,100,0,"RobinsonFouldsMetric",0.377834850406221,"sim--1522112553.msf",20447,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"35","ANNEALINGEvolGTR",TRUE,0,413,100,0,"KuhnerFelsenstein",0.0169936066488531,"sim--1522112553.msf",20447,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"36","SSEvolGTR",NA,NA,NA,41300,0,NA,NA,"sim--1522112553.msf",17377,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"37","ANNEALINGJC",TRUE,0,367,100,0,"ConsensusLogLL",-461.025361085877,"sim--2117389639.msf",17391,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
