"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","ANNEALINGEvolK2P",TRUE,0,2582,200,0,"ConsensusLogLL",-17893.2184292124,"sim--1225309495.msf",10809730,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"2","ANNEALINGEvolK2P",TRUE,0,2582,200,0,"BestSampledLogLL",-17648.8146515095,"sim--1225309495.msf",10809730,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"3","ANNEALINGEvolK2P",TRUE,0,2582,200,0,"PartitionMetric",0,"sim--1225309495.msf",10809730,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"4","ANNEALINGEvolK2P",TRUE,0,2582,200,0,"RobinsonFouldsMetric",0.135271204186041,"sim--1225309495.msf",10809730,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"5","ANNEALINGEvolK2P",TRUE,0,2582,200,0,"KuhnerFelsenstein",0.00148628897192742,"sim--1225309495.msf",10809730,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"6","SSEvolK2P",NA,NA,NA,516400,0,NA,NA,"sim--1225309495.msf",10458524,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"7","ANNEALINGJC",TRUE,0,2551,200,0,"ConsensusLogLL",-17653.2565794516,"sim--1225309495.msf",5504754,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"8","ANNEALINGJC",TRUE,0,2551,200,0,"BestSampledLogLL",-17660.2169536381,"sim--1225309495.msf",5504754,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"9","ANNEALINGJC",TRUE,0,2551,200,0,"PartitionMetric",0,"sim--1225309495.msf",5504754,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"10","ANNEALINGJC",TRUE,0,2551,200,0,"RobinsonFouldsMetric",0.124711875226802,"sim--1225309495.msf",5504754,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"11","ANNEALINGJC",TRUE,0,2551,200,0,"KuhnerFelsenstein",0.00106653380057565,"sim--1225309495.msf",5504754,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"12","SSJC",NA,NA,NA,510200,0,NA,NA,"sim--1225309495.msf",5245513,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"13","ANNEALINGEvolGTR",TRUE,0,2954,200,0,"ConsensusLogLL",-17780.0903302231,"sim--1225309495.msf",14061394,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"14","ANNEALINGEvolGTR",TRUE,0,2954,200,0,"BestSampledLogLL",-17652.9885199727,"sim--1225309495.msf",14061394,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"15","ANNEALINGEvolGTR",TRUE,0,2954,200,0,"PartitionMetric",2,"sim--1225309495.msf",14061394,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"16","ANNEALINGEvolGTR",TRUE,0,2954,200,0,"RobinsonFouldsMetric",0.21293320247664,"sim--1225309495.msf",14061394,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"17","ANNEALINGEvolGTR",TRUE,0,2954,200,0,"KuhnerFelsenstein",0.00406810912551353,"sim--1225309495.msf",14061394,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"18","SSEvolGTR",NA,NA,NA,590800,0,NA,NA,"sim--1225309495.msf",13731514,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"19","ANNEALINGEvolK2P",TRUE,0,2716,200,0,"ConsensusLogLL",-19882.7236950368,"sim--1594031659.msf",12271950,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"20","ANNEALINGEvolK2P",TRUE,0,2716,200,0,"BestSampledLogLL",-19752.6890156153,"sim--1594031659.msf",12271950,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"21","ANNEALINGEvolK2P",TRUE,0,2716,200,0,"PartitionMetric",0,"sim--1594031659.msf",12271950,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"22","ANNEALINGEvolK2P",TRUE,0,2716,200,0,"RobinsonFouldsMetric",0.242311159312203,"sim--1594031659.msf",12271950,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"23","ANNEALINGEvolK2P",TRUE,0,2716,200,0,"KuhnerFelsenstein",0.00524352751935939,"sim--1594031659.msf",12271950,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"24","SSEvolK2P",NA,NA,NA,543200,0,NA,NA,"sim--1594031659.msf",11148419,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"25","ANNEALINGJC",TRUE,0,2616,200,0,"ConsensusLogLL",-19749.0184543378,"sim--1594031659.msf",5946423,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"26","ANNEALINGJC",TRUE,0,2616,200,0,"BestSampledLogLL",-19755.629048535,"sim--1594031659.msf",5946423,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"27","ANNEALINGJC",TRUE,0,2616,200,0,"PartitionMetric",0,"sim--1594031659.msf",5946423,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"28","ANNEALINGJC",TRUE,0,2616,200,0,"RobinsonFouldsMetric",0.284591016923588,"sim--1594031659.msf",5946423,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"29","ANNEALINGJC",TRUE,0,2616,200,0,"KuhnerFelsenstein",0.00843918881748848,"sim--1594031659.msf",5946423,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"30","SSJC",NA,NA,NA,523200,0,NA,NA,"sim--1594031659.msf",5897727,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"31","ANNEALINGEvolGTR",TRUE,0,3109,200,0,"ConsensusLogLL",-19969.3106341366,"sim--1594031659.msf",14655113,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"32","ANNEALINGEvolGTR",TRUE,0,3109,200,0,"BestSampledLogLL",-19752.0856630048,"sim--1594031659.msf",14655113,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"33","ANNEALINGEvolGTR",TRUE,0,3109,200,0,"PartitionMetric",0,"sim--1594031659.msf",14655113,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"34","ANNEALINGEvolGTR",TRUE,0,3109,200,0,"RobinsonFouldsMetric",0.362201189878505,"sim--1594031659.msf",14655113,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"35","ANNEALINGEvolGTR",TRUE,0,3109,200,0,"KuhnerFelsenstein",0.0101677115517302,"sim--1594031659.msf",14655113,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
