"X.Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time"
"ANNEALING","true",0,12130,300,0,"ConsensusLogLL",-28044.4758366018,"sim-1121221206.msf",3967739
"ANNEALING","true",0,12130,300,0,"BestSampledLogLL",-28064.5958629471,"sim-1121221206.msf",3967739
"ANNEALING","true",0,12130,300,0,"PartitionMetric",0,"sim-1121221206.msf",3967739
"ANNEALING","true",0,12130,300,0,"RobinsonFouldsMetric",0.354006182133315,"sim-1121221206.msf",3967739
"ANNEALING","true",0,12130,300,0,"KuhnerFelsenstein",0.00403970883749426,"sim-1121221206.msf",3967739
"ANNEALING","false",0,12130,300,0,"ConsensusLogLL",-28044.6250031764,"sim-1121221206.msf",3972351
"ANNEALING","false",0,12130,300,0,"BestSampledLogLL",-28066.0284983958,"sim-1121221206.msf",3972351
"ANNEALING","false",0,12130,300,0,"PartitionMetric",0,"sim-1121221206.msf",3972351
"ANNEALING","false",0,12130,300,0,"RobinsonFouldsMetric",0.368114616304093,"sim-1121221206.msf",3972351
"ANNEALING","false",0,12130,300,0,"KuhnerFelsenstein",0.00440110467521172,"sim-1121221206.msf",3972351
"ANNEALING","true",0,12381,300,1,"ConsensusLogLL",-28045.0568788713,"sim-1121221206.msf",4119685
"ANNEALING","true",0,12381,300,1,"BestSampledLogLL",-28059.4267038459,"sim-1121221206.msf",4119685
"ANNEALING","true",0,12381,300,1,"PartitionMetric",0,"sim-1121221206.msf",4119685
"ANNEALING","true",0,12381,300,1,"RobinsonFouldsMetric",0.360086606401218,"sim-1121221206.msf",4119685
"ANNEALING","true",0,12381,300,1,"KuhnerFelsenstein",0.00368956093336704,"sim-1121221206.msf",4119685
"ANNEALING","false",0,12381,300,1,"ConsensusLogLL",-28044.7419578325,"sim-1121221206.msf",4113357
"ANNEALING","false",0,12381,300,1,"BestSampledLogLL",-28062.3678065829,"sim-1121221206.msf",4113357
"ANNEALING","false",0,12381,300,1,"PartitionMetric",0,"sim-1121221206.msf",4113357
"ANNEALING","false",0,12381,300,1,"RobinsonFouldsMetric",0.343232193794402,"sim-1121221206.msf",4113357
"ANNEALING","false",0,12381,300,1,"KuhnerFelsenstein",0.00382376761511156,"sim-1121221206.msf",4113357
"ANNEALING","true",0,12179,300,2,"ConsensusLogLL",-28045.3694251361,"sim-1121221206.msf",4062424
"ANNEALING","true",0,12179,300,2,"BestSampledLogLL",-28061.0858720472,"sim-1121221206.msf",4062424
"ANNEALING","true",0,12179,300,2,"PartitionMetric",0,"sim-1121221206.msf",4062424
"ANNEALING","true",0,12179,300,2,"RobinsonFouldsMetric",0.387014054149417,"sim-1121221206.msf",4062424
"ANNEALING","true",0,12179,300,2,"KuhnerFelsenstein",0.0048977471009514,"sim-1121221206.msf",4062424
"ANNEALING","false",0,12179,300,2,"ConsensusLogLL",-28044.4630925548,"sim-1121221206.msf",4048913
"ANNEALING","false",0,12179,300,2,"BestSampledLogLL",-28060.0427520471,"sim-1121221206.msf",4048913
"ANNEALING","false",0,12179,300,2,"PartitionMetric",0,"sim-1121221206.msf",4048913
"ANNEALING","false",0,12179,300,2,"RobinsonFouldsMetric",0.372941340542008,"sim-1121221206.msf",4048913
"ANNEALING","false",0,12179,300,2,"KuhnerFelsenstein",0.00487638955776689,"sim-1121221206.msf",4048913
"ANNEALING","true",0,12245,300,3,"ConsensusLogLL",-28045.5326604068,"sim-1121221206.msf",4084354
"ANNEALING","true",0,12245,300,3,"BestSampledLogLL",-28062.1339678274,"sim-1121221206.msf",4084354
"ANNEALING","true",0,12245,300,3,"PartitionMetric",0,"sim-1121221206.msf",4084354
"ANNEALING","true",0,12245,300,3,"RobinsonFouldsMetric",0.374031583859498,"sim-1121221206.msf",4084354
"ANNEALING","true",0,12245,300,3,"KuhnerFelsenstein",0.00515324608119037,"sim-1121221206.msf",4084354
"ANNEALING","false",0,12245,300,3,"ConsensusLogLL",-28045.1589708865,"sim-1121221206.msf",4078367
"ANNEALING","false",0,12245,300,3,"BestSampledLogLL",-28057.5189910582,"sim-1121221206.msf",4078367
"ANNEALING","false",0,12245,300,3,"PartitionMetric",0,"sim-1121221206.msf",4078367
"ANNEALING","false",0,12245,300,3,"RobinsonFouldsMetric",0.351786445301736,"sim-1121221206.msf",4078367
"ANNEALING","false",0,12245,300,3,"KuhnerFelsenstein",0.00396823528752284,"sim-1121221206.msf",4078367
"ANNEALING","true",0,12039,300,4,"ConsensusLogLL",-28045.8930839707,"sim-1121221206.msf",4016954
"ANNEALING","true",0,12039,300,4,"BestSampledLogLL",-28062.4592064761,"sim-1121221206.msf",4016954
"ANNEALING","true",0,12039,300,4,"PartitionMetric",0,"sim-1121221206.msf",4016954
"ANNEALING","true",0,12039,300,4,"RobinsonFouldsMetric",0.357419158553668,"sim-1121221206.msf",4016954
"ANNEALING","true",0,12039,300,4,"KuhnerFelsenstein",0.00424729332835915,"sim-1121221206.msf",4016954
"ANNEALING","false",0,12039,300,4,"ConsensusLogLL",-28045.0867998619,"sim-1121221206.msf",4004285
"ANNEALING","false",0,12039,300,4,"BestSampledLogLL",-28062.4120111852,"sim-1121221206.msf",4004285
"ANNEALING","false",0,12039,300,4,"PartitionMetric",0,"sim-1121221206.msf",4004285
"ANNEALING","false",0,12039,300,4,"RobinsonFouldsMetric",0.361253085920635,"sim-1121221206.msf",4004285
"ANNEALING","false",0,12039,300,4,"KuhnerFelsenstein",0.00477301619035138,"sim-1121221206.msf",4004285
"ANNEALING","true",0,12344,300,5,"ConsensusLogLL",-28045.0058744099,"sim-1121221206.msf",4120569
"ANNEALING","true",0,12344,300,5,"BestSampledLogLL",-28061.8607610329,"sim-1121221206.msf",4120569
"ANNEALING","true",0,12344,300,5,"PartitionMetric",0,"sim-1121221206.msf",4120569
"ANNEALING","true",0,12344,300,5,"RobinsonFouldsMetric",0.340521089425827,"sim-1121221206.msf",4120569
"ANNEALING","true",0,12344,300,5,"KuhnerFelsenstein",0.00398594494742755,"sim-1121221206.msf",4120569
"ANNEALING","false",0,12344,300,5,"ConsensusLogLL",-28045.0278970338,"sim-1121221206.msf",4113939
"ANNEALING","false",0,12344,300,5,"BestSampledLogLL",-28057.3679111902,"sim-1121221206.msf",4113939
"ANNEALING","false",0,12344,300,5,"PartitionMetric",0,"sim-1121221206.msf",4113939
"ANNEALING","false",0,12344,300,5,"RobinsonFouldsMetric",0.397220966022397,"sim-1121221206.msf",4113939
"ANNEALING","false",0,12344,300,5,"KuhnerFelsenstein",0.0054927809296701,"sim-1121221206.msf",4113939
"ANNEALING","true",0,12498,300,6,"ConsensusLogLL",-28044.5302453473,"sim-1121221206.msf",4165832
"ANNEALING","true",0,12498,300,6,"BestSampledLogLL",-28061.4910178403,"sim-1121221206.msf",4165832
"ANNEALING","true",0,12498,300,6,"PartitionMetric",0,"sim-1121221206.msf",4165832
"ANNEALING","true",0,12498,300,6,"RobinsonFouldsMetric",0.364524043107383,"sim-1121221206.msf",4165832
"ANNEALING","true",0,12498,300,6,"KuhnerFelsenstein",0.00494918135510046,"sim-1121221206.msf",4165832
"ANNEALING","false",0,12498,300,6,"ConsensusLogLL",-28044.5665646032,"sim-1121221206.msf",4153652
"ANNEALING","false",0,12498,300,6,"BestSampledLogLL",-28065.6122636365,"sim-1121221206.msf",4153652
"ANNEALING","false",0,12498,300,6,"PartitionMetric",0,"sim-1121221206.msf",4153652
"ANNEALING","false",0,12498,300,6,"RobinsonFouldsMetric",0.343955050236855,"sim-1121221206.msf",4153652
"ANNEALING","false",0,12498,300,6,"KuhnerFelsenstein",0.00442396712403695,"sim-1121221206.msf",4153652
"ANNEALING","true",0,12237,300,7,"ConsensusLogLL",-28047.0305704141,"sim-1121221206.msf",4075931
"ANNEALING","true",0,12237,300,7,"BestSampledLogLL",-28060.3743697741,"sim-1121221206.msf",4075931
"ANNEALING","true",0,12237,300,7,"PartitionMetric",0,"sim-1121221206.msf",4075931
"ANNEALING","true",0,12237,300,7,"RobinsonFouldsMetric",0.399715250735359,"sim-1121221206.msf",4075931
"ANNEALING","true",0,12237,300,7,"KuhnerFelsenstein",0.00530918188273006,"sim-1121221206.msf",4075931
"ANNEALING","false",0,12237,300,7,"ConsensusLogLL",-28045.2404844568,"sim-1121221206.msf",4071074
"ANNEALING","false",0,12237,300,7,"BestSampledLogLL",-28058.0958911715,"sim-1121221206.msf",4071074
"ANNEALING","false",0,12237,300,7,"PartitionMetric",0,"sim-1121221206.msf",4071074
"ANNEALING","false",0,12237,300,7,"RobinsonFouldsMetric",0.330185147154121,"sim-1121221206.msf",4071074
"ANNEALING","false",0,12237,300,7,"KuhnerFelsenstein",0.003902066328482,"sim-1121221206.msf",4071074
"ANNEALING","true",0,12257,300,8,"ConsensusLogLL",-28045.1484089743,"sim-1121221206.msf",4089890
"ANNEALING","true",0,12257,300,8,"BestSampledLogLL",-28061.5968189266,"sim-1121221206.msf",4089890
"ANNEALING","true",0,12257,300,8,"PartitionMetric",0,"sim-1121221206.msf",4089890
"ANNEALING","true",0,12257,300,8,"RobinsonFouldsMetric",0.33715619861651,"sim-1121221206.msf",4089890
"ANNEALING","true",0,12257,300,8,"KuhnerFelsenstein",0.00404454663768171,"sim-1121221206.msf",4089890
"ANNEALING","false",0,12257,300,8,"ConsensusLogLL",-28045.6611523316,"sim-1121221206.msf",4080800
"ANNEALING","false",0,12257,300,8,"BestSampledLogLL",-28063.7721184005,"sim-1121221206.msf",4080800
"ANNEALING","false",0,12257,300,8,"PartitionMetric",0,"sim-1121221206.msf",4080800
"ANNEALING","false",0,12257,300,8,"RobinsonFouldsMetric",0.366266336875049,"sim-1121221206.msf",4080800
"ANNEALING","false",0,12257,300,8,"KuhnerFelsenstein",0.00454373334841504,"sim-1121221206.msf",4080800
"ANNEALING","true",0,12123,300,9,"ConsensusLogLL",-28045.0601530633,"sim-1121221206.msf",4055897
"ANNEALING","true",0,12123,300,9,"BestSampledLogLL",-28066.5058364568,"sim-1121221206.msf",4055897
