"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","ANNEALINGEvolK2P",TRUE,0,2505,100,0,"ConsensusLogLL",-11106.3802272804,"sim--1464332993.msf",825577,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"2","ANNEALINGEvolK2P",TRUE,0,2505,100,0,"BestSampledLogLL",-11034.9975188757,"sim--1464332993.msf",825577,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"3","ANNEALINGEvolK2P",TRUE,0,2505,100,0,"PartitionMetric",0,"sim--1464332993.msf",825577,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"4","ANNEALINGEvolK2P",TRUE,0,2505,100,0,"RobinsonFouldsMetric",0.493049819243669,"sim--1464332993.msf",825577,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"5","ANNEALINGEvolK2P",TRUE,0,2505,100,0,"KuhnerFelsenstein",0.0271736430255647,"sim--1464332993.msf",825577,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"6","SSEvolK2P",NA,NA,NA,250500,0,NA,NA,"sim--1464332993.msf",706051,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"7","ANNEALINGJC",TRUE,0,2462,100,0,"ConsensusLogLL",-11033.0369806448,"sim--1464332993.msf",331088,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"8","ANNEALINGJC",TRUE,0,2462,100,0,"BestSampledLogLL",-11039.6384551849,"sim--1464332993.msf",331088,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"9","ANNEALINGJC",TRUE,0,2462,100,0,"PartitionMetric",0,"sim--1464332993.msf",331088,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"10","ANNEALINGJC",TRUE,0,2462,100,0,"RobinsonFouldsMetric",0.457479256337358,"sim--1464332993.msf",331088,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"11","ANNEALINGJC",TRUE,0,2462,100,0,"KuhnerFelsenstein",0.0244135319135523,"sim--1464332993.msf",331088,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"12","SSJC",NA,NA,NA,246200,0,NA,NA,"sim--1464332993.msf",333758,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"13","ANNEALINGEvolGTR",TRUE,0,2816,100,0,"ConsensusLogLL",-11116.2895390197,"sim--1464332993.msf",777218,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"14","ANNEALINGEvolGTR",TRUE,0,2816,100,0,"BestSampledLogLL",-11037.3522567996,"sim--1464332993.msf",777218,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"15","ANNEALINGEvolGTR",TRUE,0,2816,100,0,"PartitionMetric",0,"sim--1464332993.msf",777218,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"16","ANNEALINGEvolGTR",TRUE,0,2816,100,0,"RobinsonFouldsMetric",0.548201968361486,"sim--1464332993.msf",777218,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"17","ANNEALINGEvolGTR",TRUE,0,2816,100,0,"KuhnerFelsenstein",0.0342930954520222,"sim--1464332993.msf",777218,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"18","SSEvolGTR",NA,NA,NA,281600,0,NA,NA,"sim--1464332993.msf",765970,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"19","ANNEALINGEvolK2P",TRUE,0,2424,100,0,"ConsensusLogLL",-11831.0194300602,"sim--1787744172.msf",771728,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"20","ANNEALINGEvolK2P",TRUE,0,2424,100,0,"BestSampledLogLL",-11733.9398387703,"sim--1787744172.msf",771728,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"21","ANNEALINGEvolK2P",TRUE,0,2424,100,0,"PartitionMetric",2,"sim--1787744172.msf",771728,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"22","ANNEALINGEvolK2P",TRUE,0,2424,100,0,"RobinsonFouldsMetric",0.301547465751731,"sim--1787744172.msf",771728,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"23","ANNEALINGEvolK2P",TRUE,0,2424,100,0,"KuhnerFelsenstein",0.00565892126475051,"sim--1787744172.msf",771728,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"24","SSEvolK2P",NA,NA,NA,242400,0,NA,NA,"sim--1787744172.msf",697835,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"25","ANNEALINGJC",TRUE,0,2339,100,0,"ConsensusLogLL",-11726.9809849202,"sim--1787744172.msf",343891,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"26","ANNEALINGJC",TRUE,0,2339,100,0,"BestSampledLogLL",-11733.4116794981,"sim--1787744172.msf",343891,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"27","ANNEALINGJC",TRUE,0,2339,100,0,"PartitionMetric",0,"sim--1787744172.msf",343891,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"28","ANNEALINGJC",TRUE,0,2339,100,0,"RobinsonFouldsMetric",0.288630007372824,"sim--1787744172.msf",343891,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"29","ANNEALINGJC",TRUE,0,2339,100,0,"KuhnerFelsenstein",0.0046614707072987,"sim--1787744172.msf",343891,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"30","SSJC",NA,NA,NA,233900,0,NA,NA,"sim--1787744172.msf",365249,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"31","ANNEALINGEvolGTR",TRUE,0,2713,100,0,"ConsensusLogLL",-11842.999772298,"sim--1787744172.msf",917482,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"32","ANNEALINGEvolGTR",TRUE,0,2713,100,0,"BestSampledLogLL",-11725.5003409764,"sim--1787744172.msf",917482,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"33","ANNEALINGEvolGTR",TRUE,0,2713,100,0,"PartitionMetric",0,"sim--1787744172.msf",917482,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"34","ANNEALINGEvolGTR",TRUE,0,2713,100,0,"RobinsonFouldsMetric",0.503582739292885,"sim--1787744172.msf",917482,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"35","ANNEALINGEvolGTR",TRUE,0,2713,100,0,"KuhnerFelsenstein",0.0145094276958683,"sim--1787744172.msf",917482,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"36","SSEvolGTR",NA,NA,NA,271300,0,NA,NA,"sim--1787744172.msf",916373,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"37","ANNEALINGEvolK2P",TRUE,0,2376,100,0,"ConsensusLogLL",-11954.2119903704,"sim--1140921814.msf",707335,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"38","ANNEALINGEvolK2P",TRUE,0,2376,100,0,"BestSampledLogLL",-11825.7422702869,"sim--1140921814.msf",707335,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"39","ANNEALINGEvolK2P",TRUE,0,2376,100,0,"PartitionMetric",0,"sim--1140921814.msf",707335,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"40","ANNEALINGEvolK2P",TRUE,0,2376,100,0,"RobinsonFouldsMetric",0.456227003574812,"sim--1140921814.msf",707335,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
